run_id,inference/model1.decode_1,inference/model1.forward_1,inference/model2.decode_1,inference/model2.forward_1,postprocessing/decode_1,postprocessing/decode_2,postprocessing/fuse_1,preprocessing/augment_1,preprocessing/resize_1
1,0.027916908264160156,0.3200511932373047,0.015438079833984375,0.09563136100769043,0.019640445709228516,0.006807804107666016,0.00025463104248046875,8.821487426757812e-05,0.705115795135498
2,0.01353597640991211,0.04047894477844238,0.013709545135498047,0.06332659721374512,0.006571292877197266,0.0066356658935546875,0.0002536773681640625,0.01353907585144043,0.010989904403686523
3,0.013043403625488281,0.04004263877868652,0.015144109725952148,0.06410694122314453,0.006129741668701172,0.007407665252685547,0.0002446174621582031,0.00022530555725097656,0.011431694030761719
4,0.017832517623901367,0.04054975509643555,0.013086795806884766,0.056385040283203125,0.007515907287597656,0.006417751312255859,0.00011086463928222656,0.0005612373352050781,0.01239776611328125
5,0.018628597259521484,0.043329715728759766,0.016404151916503906,0.07126045227050781,0.009937524795532227,0.007834196090698242,0.00029015541076660156,0.0002529621124267578,0.010926008224487305
