run_id,inference/model1.decode_1,inference/model1.forward_1,inference/model2.decode_1,inference/model2.forward_1,postprocessing/decode_1,postprocessing/decode_2,postprocessing/fuse_1,preprocessing/augment_1,preprocessing/resize_1
1,0.022983074188232422,0.31195712089538574,0.015668153762817383,0.09670686721801758,0.01564168930053711,0.007192850112915039,8.249282836914062e-05,0.011016845703125,0.8641889095306396
2,0.012859582901000977,0.03681039810180664,0.013238906860351562,0.05441594123840332,0.005953550338745117,0.00606846809387207,0.0002167224884033203,0.0002791881561279297,0.010909318923950195
3,0.01280069351196289,0.037566423416137695,0.013773441314697266,0.057071685791015625,0.005971193313598633,0.0063626766204833984,0.00028014183044433594,0.0004601478576660156,0.010474920272827148
4,0.016295909881591797,0.04480409622192383,0.013594865798950195,0.056511878967285156,0.007686138153076172,0.006473064422607422,0.00023317337036132812,0.0004267692565917969,0.009358644485473633
5,0.014040470123291016,0.039249420166015625,0.01247096061706543,0.05699944496154785,0.006915569305419922,0.006252288818359375,0.00024628639221191406,0.000102996826171875,0.01165318489074707
